"","account_active_days","koen","permission_given_order","previous_subscriptions","previous_campaigns","previous_trials","newsletters_before_order","newsletters_after_order","age","aktivitet_midt_10","aktivitet_slut_10","aktivitet_start_10","avg_scroll_depth","forskellige_artikler","restricted_share","andet","debat","erhverv","indland","international","kultur","livsstil","politik","sport","udland","churn_binary"
"946",92,"Mand","FALSE",0,0,0,0,0,36,0,3,3,0.833333333333333,2,0.333333333333333,0,0,2,4,0,0,0,0,0,0,"Yes"
"947",617,"Mand","TRUE",10,5,5,0,0,68,31,75,67,0.244350282485876,65,0.231638418079096,113,0,6,18,21,5,6,5,3,0,"No"
"948",61,"Kvinde","FALSE",0,0,0,0,0,52,5,2,2,0.805555555555556,8,0.555555555555556,2,0,1,6,0,0,0,0,0,0,"No"
"949",92,"Mand","TRUE",0,0,0,0,1,46,41,54,162,0.338461538461539,132,0.303846153846154,80,3,12,16,26,1,4,118,0,0,"Yes"
"950",275,"Kvinde","FALSE",0,0,0,1,1,43,9,9,59,0.358974358974359,44,0.346153846153846,33,9,6,8,2,10,3,7,0,0,"Yes"
"951",1669,"Mand","FALSE",4,3,0,0,0,68,55,75,74,0.251219512195122,62,0.180487804878049,164,1,8,16,11,1,2,1,1,0,"Yes"
"952",487,"Mand","FALSE",5,4,0,0,0,42,44,80,176,0.287037037037037,152,0.314814814814815,183,8,19,26,26,13,44,3,2,0,"Yes"
"953",1602,"Mand","FALSE",5,3,1,0,0,57,142,199,156,0.26614481409002,181,0.238747553816047,343,20,27,28,62,13,4,11,2,1,"Yes"
"954",433,"Mand","TRUE",1,0,0,5,6,52,0,0,4,0.25,3,0,0,0,1,1,0,0,0,2,0,0,"Yes"
"955",92,"Kvinde","FALSE",1,1,0,0,0,63,6,0,3,0.5,7,0.444444444444444,3,0,0,4,2,0,0,0,0,0,"No"
"956",122,"Mand","FALSE",0,0,0,0,0,45,3,2,7,0.354166666666667,9,0.25,7,2,1,2,0,0,0,0,0,0,"Yes"
"957",421,"Kvinde","TRUE",2,2,1,9,9,73,40,58,81,0.465608465608466,102,0.338624338624339,66,12,14,14,40,25,9,7,2,0,"No"
"958",117,"Kvinde","FALSE",3,3,3,1,1,78,18,8,28,0.25462962962963,33,0.685185185185185,3,3,11,8,26,0,0,3,0,0,"No"
"959",1636,"Mand","TRUE",11,3,7,0,0,67,37,50,68,0.464968152866242,83,0.363057324840764,78,5,8,18,16,13,7,9,3,0,"Yes"
"960",61,"Kvinde","FALSE",0,0,0,0,0,60,0,0,11,0.545454545454545,4,0.0909090909090909,9,0,0,2,0,0,0,0,0,0,"No"
"961",61,"Kvinde","FALSE",0,0,0,0,0,35,4,1,13,0.513888888888889,6,0.5,3,11,2,0,0,0,1,1,0,0,"No"
"962",122,"Mand","FALSE",1,0,0,0,0,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"Yes"
"963",117,"Kvinde","FALSE",2,2,2,17,16,80,7,2,12,0.452380952380952,14,0.428571428571429,8,1,0,2,5,1,0,3,1,0,"No"
"964",543,"Kvinde","FALSE",1,1,0,0,0,64,35,51,31,0.322916666666667,66,0.358333333333333,53,6,14,24,11,8,1,3,0,0,"Yes"
"965",153,"Kvinde","FALSE",0,0,0,0,0,33,0,0,4,0.625,3,0.25,1,0,0,3,0,0,0,0,0,0,"Yes"
"966",634,"Mand","TRUE",2,0,1,4,4,78,22,10,57,0.516666666666667,62,0.455555555555555,28,1,5,17,28,1,0,3,7,0,"Yes"
"967",820,"Mand","FALSE",7,7,1,0,0,71,142,103,121,0.225785340314136,144,0.24869109947644,240,10,27,39,49,8,2,6,1,0,"No"
"968",92,"Kvinde","TRUE",0,0,0,0,0,63,0,0,5,0.65,5,0.6,1,0,0,3,0,0,0,1,0,0,"Yes"
"969",1267,"Mand","TRUE",7,5,2,0,2,74,688,681,945,0.357278882776132,893,0.256453660600931,1421,7,113,205,362,45,32,107,71,0,"Yes"
"970",61,"Kvinde","FALSE",0,0,0,0,0,37,33,41,59,0.333333333333333,70,0.326388888888889,69,3,6,26,21,5,13,1,0,0,"No"
"971",461,"Mand","TRUE",12,4,10,1,1,74,65,29,85,0.206521739130435,64,0.233695652173913,108,1,29,7,26,5,0,8,0,0,"No"
"972",537,"Kvinde","FALSE",2,1,0,0,0,52,44,48,44,0.388297872340426,69,0.333333333333333,72,3,7,26,13,6,5,8,1,0,"Yes"
"973",92,"Mand","FALSE",0,0,0,0,0,55,106,74,134,0.357142857142857,128,0.266666666666667,145,5,27,17,59,29,4,7,22,0,"Yes"
"974",252,"Mand","FALSE",2,1,1,0,0,71,52,46,59,0.507911392405063,130,0.544303797468354,20,13,13,21,43,18,6,21,3,0,"Yes"
"975",122,"Mand","FALSE",0,0,0,0,0,57,165,53,88,0.337859424920128,109,0.271565495207668,190,25,8,7,63,3,1,14,2,0,"Yes"
"976",1214,"Mand","FALSE",1,1,0,0,0,52,119,134,146,0.244591346153846,180,0.300480769230769,237,10,19,36,80,11,8,10,5,0,"Yes"
"977",668,"Mand","FALSE",3,1,0,0,0,68,26,45,59,0.248201438848921,67,0.309352517985612,79,4,18,19,11,1,3,4,0,0,"Yes"
"978",61,"Mand","FALSE",0,0,0,0,0,60,487,60,732,0.282447224394058,476,0.235340109460516,721,113,59,116,166,50,5,43,5,1,"No"
"979",1212,"Mand","TRUE",4,3,2,0,0,80,157,52,121,0.28080229226361,165,0.283667621776504,198,1,6,26,82,11,2,13,10,0,"Yes"
"980",1763,"Mand","TRUE",24,14,2,0,0,71,234,276,309,0.239759036144578,295,0.22289156626506,577,23,40,52,54,30,8,21,24,1,"Yes"
"981",905,"Kvinde","FALSE",8,7,1,0,0,59,233,271,290,0.298484848484848,295,0.221818181818182,538,27,56,73,46,36,12,14,23,0,"No"
"982",122,"Mand","TRUE",0,0,0,0,0,41,7,0,4,0.340909090909091,7,0.545454545454545,8,0,1,0,0,0,0,2,0,0,"Yes"
"983",610,"Mand","FALSE",3,2,1,0,0,49,169,121,191,0.289855072463768,188,0.242236024844721,315,6,28,41,36,27,11,16,3,0,"Yes"
"984",291,"Kvinde","TRUE",0,0,0,0,0,60,41,35,48,0.257874015748031,46,0.47244094488189,47,3,10,25,18,10,4,5,5,0,"Yes"
"985",81,"Mand","FALSE",0,0,0,0,0,48,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"986",184,"Mand","FALSE",0,0,0,0,0,44,25,34,42,0.310096153846154,41,0.326923076923077,49,3,2,16,27,3,1,3,0,0,"Yes"
"987",400,"Mand","FALSE",1,1,1,1,1,47,22,27,51,0.3675,57,0.4,45,6,11,19,9,1,1,8,0,0,"Yes"
"988",92,"Mand","FALSE",0,0,0,0,0,73,77,90,37,0.342548076923077,94,0.509615384615385,44,6,14,20,68,41,2,12,1,0,"Yes"
"989",61,"Kvinde","FALSE",0,0,0,0,0,22,0,0,15,0.116666666666667,2,0.2,11,1,0,2,0,0,0,1,0,0,"No"
"990",443,"Mand","TRUE",2,2,0,3,3,85,18,17,26,0.596774193548387,49,0.451612903225806,8,3,9,12,21,1,1,4,3,0,"Yes"
"991",248,"Mand","FALSE",2,2,2,0,0,75,1,5,30,0.402777777777778,17,0.388888888888889,20,0,6,3,5,0,0,2,0,0,"Yes"
"992",568,"Mand","TRUE",9,2,8,1,1,53,169,193,182,0.330071174377224,251,0.373665480427046,298,10,46,52,116,17,7,14,2,0,"Yes"
"993",61,"Kvinde","TRUE",0,0,0,0,0,60,7,6,4,0.735294117647059,15,0.470588235294118,3,0,0,7,5,0,0,2,0,0,"No"
"994",184,"Mand","FALSE",0,0,0,0,0,34,0,0,27,0.240740740740741,11,0.407407407407407,13,0,5,5,4,0,0,0,0,0,"Yes"
"995",61,"Kvinde","FALSE",0,0,0,0,0,53,0,0,2,0.625,1,0.5,2,0,0,0,0,0,0,0,0,0,"No"
"996",883,"Mand","FALSE",21,9,10,0,0,48,201,85,124,0.373231132075472,214,0.349056603773585,229,7,37,58,65,11,8,7,2,0,"No"
"997",378,"Mand","FALSE",1,0,1,0,0,57,264,200,233,0.266990291262136,323,0.331484049930652,406,29,47,72,98,38,11,16,4,0,"Yes"
"998",122,"Kvinde","FALSE",0,0,0,0,0,51,1,2,4,0.607142857142857,1,0.857142857142857,0,7,0,0,0,0,0,0,0,0,"Yes"
"999",325,"Kvinde","TRUE",1,1,0,0,2,31,165,53,222,0.373042505592841,152,0.293064876957494,189,20,21,65,77,23,11,35,6,0,"Yes"
"1000",1294,"Mand","FALSE",4,2,1,0,0,54,140,134,139,0.381976744186047,230,0.369767441860465,195,11,30,34,113,14,7,17,9,0,"Yes"
"1001",122,"Mand","FALSE",0,0,0,0,0,33,0,0,3,0.333333333333333,1,0.333333333333333,3,0,0,0,0,0,0,0,0,0,"Yes"
"1002",1080,"Kvinde","TRUE",16,4,10,0,0,81,50,42,77,0.502958579881657,116,0.372781065088757,76,2,16,29,25,10,4,6,1,0,"Yes"
"1003",85,"Kvinde","FALSE",0,0,0,0,0,81,29,6,29,0.71484375,57,0.546875,15,2,7,13,19,2,3,3,0,0,"No"
"1004",1404,"Mand","TRUE",8,5,0,0,0,68,255,150,230,0.284722222222222,246,0.229938271604938,442,21,38,56,24,36,13,14,4,0,"Yes"
"1005",61,"Kvinde","FALSE",0,0,0,0,0,55,0,0,8,0.5,4,0.625,7,0,0,1,0,0,0,0,0,0,"No"
"1006",173,"Kvinde","TRUE",2,1,1,0,0,55,271,257,157,0.292479108635098,308,0.314763231197772,412,17,59,74,83,31,14,23,5,0,"No"
"1007",782,"Mand","TRUE",11,7,6,5,5,76,41,58,52,0.320552147239264,87,0.349693251533742,88,8,15,14,22,6,0,9,1,0,"Yes"
"1008",99,"Mand","FALSE",0,0,0,0,1,60,2,4,14,0.65,15,0.3,2,0,2,13,3,0,0,0,0,0,"Yes"
"1009",128,"Kvinde","TRUE",1,1,0,0,0,51,316,382,207,0.230179704016913,318,0.224101479915433,651,38,37,95,54,42,15,13,1,0,"Yes"
"1010",409,"Mand","FALSE",3,3,1,1,1,74,120,45,113,0.259892086330935,115,0.276978417266187,178,4,14,29,30,11,7,4,1,0,"Yes"
"1011",521,"Mand","TRUE",6,5,3,2,2,79,7,9,41,0.552631578947368,34,0.491228070175439,12,2,7,10,22,2,1,0,1,0,"No"
"1012",729,"Kvinde","TRUE",2,2,0,0,0,55,0,0,14,0.375,6,0.0714285714285715,7,0,2,5,0,0,0,0,0,0,"Yes"
"1013",677,"Mand","TRUE",9,7,3,9,11,66,114,151,108,0.502544529262086,202,0.348600508905853,131,8,46,49,122,6,3,14,14,0,"Yes"
"1014",896,"Mand","FALSE",4,3,2,1,1,60,31,12,45,0.411290322580645,51,0.311827956989247,48,4,8,13,14,2,0,2,2,0,"Yes"
"1015",235,"Kvinde","TRUE",3,2,2,0,0,68,62,114,18,0.257731958762887,88,0.391752577319588,98,13,9,36,6,20,6,6,0,0,"No"
"1016",153,"Mand","FALSE",0,0,0,0,0,59,2,1,4,0.607142857142857,7,0.714285714285714,1,0,0,3,0,3,0,0,0,0,"Yes"
"1017",78,"Kvinde","FALSE",0,0,0,0,0,58,0,0,21,0.726190476190476,17,0.523809523809524,2,0,0,14,1,3,0,0,1,0,"No"
"1018",1421,"Mand","FALSE",4,2,0,0,0,70,3,0,5,0.46875,6,0.5,2,0,1,2,2,0,0,1,0,0,"Yes"
"1019",327,"Kvinde","TRUE",3,1,2,0,0,59,65,71,55,0.589378238341969,120,0.383419689119171,81,11,17,30,28,6,6,10,4,0,"No"
"1020",61,"Mand","FALSE",0,0,0,0,0,35,0,0,12,0.208333333333333,2,0.416666666666667,4,0,4,4,0,0,0,0,0,0,"No"
"1021",1415,"Mand","FALSE",13,13,0,0,0,46,190,149,159,0.181506849315068,126,0.166340508806262,409,10,20,21,24,12,3,2,10,0,"No"
"1022",335,"Mand","TRUE",2,2,0,0,0,63,290,295,268,0.295068027210884,324,0.242630385487528,523,13,67,63,134,20,8,15,39,0,"No"
"1023",1345,"Mand","FALSE",2,1,0,0,0,41,121,168,187,0.290123456790124,174,0.236625514403292,321,22,17,48,34,28,4,5,7,0,"No"
"1024",667,"Mand","TRUE",8,2,3,0,0,84,228,224,212,0.283674963396779,230,0.248901903367496,431,13,23,79,37,12,29,8,50,1,"No"
"1025",799,"Mand","TRUE",16,4,11,0,0,68,37,89,48,0.416208791208791,88,0.313186813186813,81,11,8,30,29,5,9,9,0,0,"No"
"1026",61,"Kvinde","FALSE",0,0,0,0,0,52,0,3,10,0.230769230769231,6,0.230769230769231,8,0,0,1,0,2,0,0,1,1,"No"
"1027",1379,"Kvinde","TRUE",16,8,6,0,0,56,17,27,27,0.458333333333333,46,0.416666666666667,35,1,6,10,10,4,4,1,1,0,"No"
"1028",130,"Kvinde","TRUE",0,0,0,0,2,65,0,0,2,0.5,1,0.5,1,0,0,1,0,0,0,0,0,0,"Yes"
"1029",91,"Kvinde","FALSE",0,0,0,0,0,43,38,63,73,0.566939890710383,129,0.39344262295082,65,11,7,51,17,6,4,22,0,0,"No"
"1030",372,"Mand","FALSE",1,1,1,1,1,67,162,209,204,0.205087440381558,180,0.179650238473768,309,25,42,40,54,22,14,23,100,0,"No"
"1031",389,"Mand","FALSE",1,0,1,0,0,64,26,17,63,0.236486486486486,34,0.171171171171171,82,4,0,8,3,10,0,1,3,0,"Yes"
"1032",383,"Mand","FALSE",3,3,0,0,0,32,25,27,21,0.236301369863014,30,0.301369863013699,40,8,2,9,2,3,0,9,0,0,"No"
"1033",736,"Mand","FALSE",1,1,0,0,0,72,12,7,1,0.552083333333333,20,0.458333333333333,2,2,2,4,7,1,1,5,0,0,"Yes"
"1034",384,"Kvinde","FALSE",1,1,0,0,0,59,0,0,6,0.416666666666667,1,0.166666666666667,2,0,0,0,0,4,0,0,0,0,"No"
"1035",92,"Kvinde","FALSE",0,0,0,0,0,47,1,0,6,0.178571428571429,3,0,4,1,0,1,0,0,0,1,0,0,"Yes"
"1036",1266,"Mand","TRUE",5,5,0,0,0,50,203,241,244,0.3275,320,0.294285714285714,390,52,41,61,78,44,7,21,6,0,"Yes"
"1037",640,"Mand","FALSE",3,3,1,0,0,73,95,92,109,0.459703947368421,216,0.411184210526316,113,16,31,47,54,14,10,16,2,1,"Yes"
"1038",375,"Mand","TRUE",0,0,0,0,0,59,0,0,3,0.833333333333333,2,0.666666666666667,2,0,1,0,0,0,0,0,0,0,"Yes"
"1039",329,"Kvinde","FALSE",7,1,7,2,2,82,242,232,262,0.406774193548387,360,0.291612903225806,404,54,49,99,119,11,5,24,10,0,"No"
"1040",245,"Mand","TRUE",0,0,0,0,0,55,0,0,17,0.5,8,0.411764705882353,9,0,5,1,1,0,0,1,0,0,"Yes"
"1041",1142,"Mand","FALSE",16,11,4,0,0,50,144,184,134,0.360416666666667,201,0.233333333333333,299,12,29,34,56,21,13,9,7,0,"Yes"
"1042",61,"Mand","TRUE",0,0,0,0,0,63,24,23,24,0.0563380281690141,5,0.112676056338028,58,0,0,1,10,2,0,0,0,0,"No"
"1043",372,"Mand","FALSE",0,0,0,0,0,64,11,2,17,0.291666666666667,12,0.5,13,0,2,5,3,5,0,2,0,0,"Yes"
"1044",246,"Kvinde","FALSE",5,3,3,0,0,60,57,9,63,0.339147286821705,59,0.37984496124031,59,3,13,17,20,2,4,9,1,1,"No"
"1045",291,"Kvinde","FALSE",0,0,0,0,0,69,79,25,109,0.542253521126761,117,0.31924882629108,78,8,7,38,60,4,2,15,1,0,"Yes"
"1046",425,"Mand","TRUE",2,1,1,1,1,79,6,0,26,0.5,25,0.40625,9,0,5,6,10,0,0,1,1,0,"Yes"
"1047",382,"Mand","FALSE",0,0,0,0,0,46,33,12,39,0.611764705882353,73,0.541176470588235,13,10,4,20,27,1,0,2,8,0,"Yes"
"1048",806,"Mand","TRUE",1,0,0,4,4,78,1,3,3,0.607142857142857,6,0.714285714285714,0,0,1,1,4,0,0,1,0,0,"Yes"
"1049",862,"Mand","TRUE",3,3,1,1,1,77,13,15,18,0.942708333333333,47,0.4375,3,2,4,9,12,2,2,2,12,0,"Yes"
"1050",431,"Mand","TRUE",6,3,1,0,0,62,85,75,128,0.557291666666667,182,0.361111111111111,107,21,26,24,67,24,7,7,5,0,"No"
"1051",61,"Mand","FALSE",0,0,0,0,0,49,6,12,33,0.293103448275862,23,0.189655172413793,51,0,1,1,0,2,1,2,0,0,"No"
"1052",458,"Mand","FALSE",3,2,0,3,3,68,44,69,327,0.305681818181818,182,0.254545454545455,261,16,44,37,41,16,5,17,3,0,"No"
"1053",275,"Mand","FALSE",0,0,0,0,0,48,29,21,44,0.484042553191489,76,0.48936170212766,24,20,13,15,7,6,1,7,1,0,"Yes"
"1054",581,"Mand","FALSE",8,6,3,4,4,67,13,14,0,0.625,24,0.571428571428571,4,2,8,4,6,2,1,1,0,0,"Yes"
"1055",92,"Mand","FALSE",0,0,0,0,0,36,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,"Yes"
"1056",153,"Kvinde","FALSE",0,0,0,0,0,41,0,0,3,0.333333333333333,1,0.333333333333333,2,0,0,0,1,0,0,0,0,0,"Yes"
"1057",68,"Kvinde","FALSE",1,1,1,1,1,62,30,23,20,0.533333333333333,59,0.546666666666667,14,9,7,18,19,7,0,1,0,0,"No"
"1058",61,"Kvinde","FALSE",0,0,0,0,0,50,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,"No"
"1059",61,"Mand","FALSE",0,0,0,0,0,56,218,149,172,0.214285714285714,172,0.209059233449477,375,9,27,28,103,14,4,9,5,0,"No"
"1060",1513,"Mand","FALSE",8,4,4,2,2,66,147,197,124,0.435756972111554,281,0.346613545816733,176,30,49,61,84,13,60,15,14,0,"Yes"
"1061",955,"Mand","FALSE",9,6,2,1,1,58,208,207,207,0.244028662420382,235,0.246815286624204,414,10,21,43,91,18,7,21,3,0,"No"
"1062",436,"Mand","FALSE",7,3,4,0,0,59,192,158,257,0.198790322580645,192,0.188709677419355,455,16,36,49,17,24,11,6,6,0,"No"
"1063",616,"Mand","FALSE",5,4,1,0,0,47,89,128,131,0.349324324324324,150,0.240540540540541,233,23,21,34,34,2,6,17,0,0,"No"
"1064",61,"Mand","FALSE",0,0,0,0,0,54,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"No"
"1065",466,"Mand","TRUE",1,1,0,0,0,47,218,130,115,0.33695652173913,238,0.343685300207039,275,10,26,58,71,12,13,9,9,0,"No"
"1066",377,"Mand","FALSE",0,0,0,0,0,79,99,70,120,0.363321799307958,137,0.346020761245675,155,9,26,34,28,14,8,15,0,0,"Yes"
"1067",1602,"Mand","FALSE",1,0,0,0,0,64,0,0,6,0.375,4,0.666666666666667,2,0,0,2,2,0,0,0,0,0,"Yes"
"1068",246,"Kvinde","FALSE",0,0,0,0,0,78,134,160,75,0.343421052631579,171,0.268421052631579,208,18,19,33,67,16,4,13,2,0,"Yes"
"1069",63,"Kvinde","TRUE",0,0,0,0,0,43,0,1,26,0.361111111111111,6,0.259259259259259,7,0,0,0,0,20,0,0,0,0,"Yes"
"1070",1680,"Mand","FALSE",3,1,1,0,0,66,51,9,46,0.400943396226415,49,0.377358490566038,34,6,9,29,2,8,11,3,4,0,"Yes"
"1071",389,"Mand","FALSE",4,1,2,0,0,59,248,272,268,0.253592814371257,418,0.307784431137725,458,43,54,91,113,36,7,29,4,0,"Yes"
"1072",153,"Kvinde","TRUE",1,0,0,0,0,38,118,105,90,0.357704402515723,158,0.289308176100629,142,18,17,35,66,15,7,12,6,0,"Yes"
"1073",396,"Mand","FALSE",1,0,1,0,0,50,263,255,297,0.327503015681544,318,0.270205066344994,440,118,61,90,49,25,11,30,3,2,"Yes"
"1074",61,"Mand","FALSE",0,0,0,3,4,44,5,0,23,0.214285714285714,12,0.142857142857143,19,0,1,4,1,1,1,0,1,0,"No"
"1075",275,"Kvinde","TRUE",0,0,0,0,0,37,68,30,50,0.282094594594595,50,0.236486486486487,100,1,7,13,1,17,3,1,4,1,"Yes"
"1076",1200,"Mand","FALSE",23,9,12,5,6,65,4,0,9,0.576923076923077,9,0.384615384615385,2,0,2,1,8,0,0,0,0,0,"Yes"
"1077",1037,"Kvinde","FALSE",14,7,6,0,0,52,112,102,122,0.273188405797101,144,0.32463768115942,207,11,26,35,30,18,7,8,3,0,"Yes"
"1078",386,"Mand","FALSE",0,0,0,0,0,55,131,107,235,0.502918287937743,355,0.398832684824903,191,30,24,61,156,14,4,30,3,1,"Yes"
"1079",409,"Mand","TRUE",2,0,2,2,2,79,113,58,135,0.65987460815047,224,0.394984326018809,100,12,20,34,107,5,0,16,25,0,"Yes"
"1080",306,"Mand","FALSE",0,0,0,1,2,72,69,23,42,0.470149253731343,70,0.477611940298507,17,6,23,23,24,22,4,14,1,0,"Yes"
"1081",853,"Kvinde","TRUE",7,4,3,0,0,73,0,0,4,0.6875,4,0.5,0,0,2,0,2,0,0,0,0,0,"No"
"1082",227,"Mand","TRUE",1,1,0,1,1,68,45,71,87,0.477832512315271,96,0.330049261083744,88,10,6,22,28,3,2,43,1,0,"Yes"
"1083",152,"Kvinde","FALSE",1,1,0,0,0,70,162,108,240,0.231589147286822,199,0.211240310077519,312,15,25,48,80,3,3,13,17,0,"No"
"1084",224,"Mand","FALSE",2,2,0,0,0,49,5,7,10,0.579545454545455,21,0.545454545454545,1,0,6,9,5,0,1,0,0,0,"Yes"
"1085",483,"Kvinde","FALSE",4,1,2,1,1,70,15,5,4,0.53,20,0.68,6,2,4,3,4,3,2,1,0,0,"Yes"
"1086",101,"Kvinde","FALSE",0,0,0,0,0,48,119,122,149,0.20506329113924,140,0.227848101265823,272,4,14,56,21,13,4,10,1,0,"No"
"1087",214,"Mand","FALSE",0,0,0,0,0,62,1,0,2,0.833333333333333,3,0.666666666666667,2,0,0,0,1,0,0,0,0,0,"Yes"
"1088",751,"Mand","TRUE",9,6,2,6,6,74,33,12,34,0.468354430379747,48,0.341772151898734,1,1,10,28,13,5,0,1,20,0,"No"
"1089",533,"Mand","FALSE",2,1,0,3,4,63,107,165,135,0.244103773584906,118,0.19811320754717,330,9,5,15,48,4,7,5,1,0,"Yes"
"1090",735,"Mand","FALSE",10,5,7,2,3,58,1,1,21,0.576086956521739,12,0.565217391304348,9,0,1,6,5,1,0,1,0,0,"No"
"1091",153,"Mand","TRUE",0,0,0,0,0,60,0,2,2,0.5625,4,0.25,2,0,0,2,0,0,0,0,0,0,"Yes"
"1092",379,"Mand","FALSE",0,0,0,1,2,72,407,526,374,0.303303303303303,460,0.355105105105105,592,37,79,100,208,26,12,277,1,0,"Yes"
"1093",903,"Mand","FALSE",6,5,1,0,0,77,80,82,131,0.31864406779661,178,0.36271186440678,158,11,24,39,52,1,3,7,0,0,"Yes"
"1094",119,"Kvinde","FALSE",2,0,0,0,1,75,0,6,8,0.642857142857143,7,0.428571428571429,1,0,0,7,3,0,0,3,0,0,"No"
"1095",245,"Mand","FALSE",0,0,0,0,0,41,0,0,16,0.28125,5,0.125,11,0,0,3,0,1,0,1,0,0,"Yes"
"1096",1404,"Mand","FALSE",17,11,10,0,0,51,107,76,23,0.313981042654028,111,0.265402843601896,105,4,21,25,37,7,4,6,2,0,"Yes"
"1097",251,"Mand","FALSE",2,0,2,0,0,46,6,16,6,0.341666666666667,15,0.433333333333333,16,1,3,3,2,1,2,1,1,0,"No"
"1098",680,"Mand","FALSE",2,2,0,0,0,76,110,181,129,0.350917431192661,205,0.307339449541284,226,44,15,36,77,20,5,9,4,0,"Yes"
"1099",1202,"Mand","TRUE",23,6,14,5,6,76,42,47,74,0.364329268292683,94,0.384146341463415,57,1,4,32,45,3,0,2,20,0,"No"
"1100",61,"Kvinde","FALSE",0,0,0,0,0,48,13,4,11,0.758928571428571,24,0.535714285714286,8,1,2,9,2,4,0,2,0,0,"No"
"1101",275,"Kvinde","FALSE",0,0,0,0,0,54,0,0,3,0.833333333333333,1,0.333333333333333,0,0,0,3,0,0,0,0,0,0,"Yes"
"1102",68,"Kvinde","FALSE",1,0,1,0,0,53,17,3,52,0.402777777777778,47,0.444444444444444,33,3,2,10,11,4,4,4,1,0,"No"
"1103",167,"Mand","FALSE",3,1,2,0,0,47,47,28,57,0.433712121212121,81,0.401515151515152,52,5,9,16,34,4,5,5,2,0,"No"
"1104",1531,"Kvinde","TRUE",3,0,1,0,0,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"1105",212,"Kvinde","FALSE",2,2,2,0,0,57,55,33,23,0.545045045045045,79,0.45945945945946,42,4,11,21,16,6,7,4,0,0,"Yes"
"1106",384,"Mand","FALSE",0,0,0,0,0,56,91,70,88,0.155038759689922,117,0.275193798449612,155,9,20,29,28,10,4,2,0,1,"Yes"
"1107",166,"Mand","FALSE",1,1,0,0,0,78,0,0,198,0.446969696969697,66,0.297979797979798,103,6,16,14,51,2,3,3,0,0,"No"
"1108",89,"Kvinde","FALSE",1,0,0,0,0,56,57,103,111,0.45479704797048,175,0.476014760147602,71,23,25,35,95,10,1,10,1,0,"No"
"1109",61,"Kvinde","FALSE",0,0,0,0,0,59,0,0,21,0.297619047619048,9,0.285714285714286,11,1,0,7,0,1,0,1,0,0,"No"
"1110",383,"Mand","FALSE",0,0,0,0,0,64,0,0,3,0.25,1,0,2,0,0,0,1,0,0,0,0,0,"Yes"
"1111",388,"Mand","TRUE",0,0,0,0,0,74,346,215,326,0.388981173864895,394,0.321151716500553,409,71,30,69,200,48,9,24,43,0,"Yes"
"1112",304,"Mand","TRUE",0,0,0,0,0,81,107,59,124,0.782758620689655,233,0.56896551724138,50,19,38,66,83,8,6,20,0,0,"Yes"
"1113",1355,"Mand","FALSE",18,9,9,0,0,82,121,121,168,0.267220902612827,146,0.201900237529691,298,21,9,28,36,12,2,14,1,0,"No"
"1114",1210,"Mand","TRUE",26,9,15,0,0,72,281,296,365,0.273958333333333,396,0.290625,524,80,90,75,91,25,7,66,2,0,"No"
"1115",347,"Mand","TRUE",3,2,0,0,0,48,374,297,281,0.30700408997955,377,0.263803680981595,622,27,50,76,140,21,13,25,4,0,"No"
"1116",306,"Kvinde","FALSE",2,1,1,0,0,69,152,112,136,0.237847222222222,156,0.238425925925926,283,14,26,25,57,9,5,13,0,0,"No"
"1117",61,"Mand","FALSE",0,0,0,0,0,53,0,0,46,0.304347826086957,17,0.217391304347826,26,1,1,4,8,2,0,0,4,0,"No"
"1118",1137,"Mand","TRUE",10,4,5,1,1,73,155,162,167,0.318228105906314,186,0.246435845213849,302,19,23,53,63,15,4,9,3,0,"No"
"1119",1128,"Mand","TRUE",25,11,15,0,0,73,74,73,107,0.266536964980545,104,0.268482490272374,123,19,13,26,11,2,3,10,50,0,"No"
"1120",92,"Kvinde","FALSE",0,0,0,0,0,39,0,1,7,0.46875,4,0.5,2,0,0,5,0,0,1,0,0,0,"Yes"
"1121",123,"Mand","FALSE",1,1,0,0,0,41,108,175,132,0.2956570155902,203,0.347438752783964,163,150,13,54,22,20,6,21,0,0,"No"
"1122",931,"Mand","TRUE",11,7,2,0,0,50,423,378,234,0.275557620817844,386,0.216542750929368,722,84,43,53,85,39,8,24,18,0,"No"
"1123",61,"Mand","FALSE",0,0,0,0,0,50,12,15,61,0.373626373626374,41,0.417582417582418,34,0,5,27,14,2,0,6,3,0,"No"
"1124",1150,"Kvinde","TRUE",4,1,2,0,0,62,96,61,119,0.525179856115108,171,0.402877697841727,87,21,14,61,68,6,1,15,5,0,"Yes"
"1125",337,"Mand","FALSE",1,1,0,0,0,49,63,66,61,0.207474226804124,101,0.355670103092783,105,8,22,20,26,7,3,1,2,0,"Yes"
"1126",371,"Mand","FALSE",0,0,0,7,7,76,4,4,8,0.4375,13,0.375,2,0,2,3,8,0,1,0,0,0,"Yes"
