"","account_active_days","koen","permission_given_order","previous_subscriptions","previous_campaigns","previous_trials","newsletters_before_order","newsletters_after_order","age","aktivitet_midt_10","aktivitet_slut_10","aktivitet_start_10","avg_scroll_depth","forskellige_artikler","restricted_share","andet","debat","erhverv","indland","international","kultur","livsstil","politik","sport","udland","churn_binary"
"1127",667,"Mand","FALSE",2,2,0,1,1,76,287,244,214,0.270367936925098,369,0.295663600525624,403,32,31,109,68,46,10,29,32,1,"No"
"1128",305,"Mand","FALSE",1,1,0,0,0,49,140,120,129,0.324375,188,0.335,232,7,38,40,56,13,4,7,3,0,"Yes"
"1129",1105,"Mand","FALSE",8,8,0,0,0,74,123,110,103,0.468475073313783,188,0.357771260997067,130,8,46,44,69,3,10,1,30,0,"No"
"1130",277,"Mand","TRUE",1,1,1,0,0,63,2,0,1,0.0833333333333333,2,0.333333333333333,1,0,0,0,2,0,0,0,0,0,"Yes"
"1131",184,"Kvinde","FALSE",0,0,0,0,0,34,1,3,11,0.516666666666667,10,0.266666666666667,2,2,0,5,1,2,0,3,0,0,"Yes"
"1132",103,"Kvinde","FALSE",3,0,2,3,3,63,47,27,89,0.284848484848485,52,0.254545454545455,103,4,4,31,10,9,1,3,0,0,"No"
"1133",700,"Mand","TRUE",4,3,3,2,3,59,59,49,100,0.355633802816901,99,0.31924882629108,129,3,13,19,38,2,4,5,0,0,"Yes"
"1134",250,"Mand","FALSE",11,8,4,3,3,73,2,4,14,0.425,12,0.4,7,1,2,2,2,3,0,3,0,0,"No"
"1135",92,"Mand","FALSE",0,0,0,0,1,26,46,117,27,0.274869109947644,78,0.246073298429319,95,12,8,25,16,0,1,30,4,0,"Yes"
"1136",722,"Kvinde","FALSE",2,2,0,5,6,77,49,50,84,0.588709677419355,145,0.505376344086022,16,0,17,41,45,47,8,8,4,0,"No"
"1137",244,"Kvinde","TRUE",2,2,0,0,0,50,77,64,66,0.489285714285714,115,0.333333333333333,102,6,18,45,20,7,5,6,1,0,"No"
"1138",62,"Kvinde","FALSE",0,0,0,0,0,40,9,4,12,0.17,8,0.2,18,0,0,2,0,2,1,1,1,0,"Yes"
"1139",383,"Mand","FALSE",0,0,0,0,0,72,203,185,304,0.300675675675676,287,0.233783783783784,329,116,46,69,59,31,19,30,41,0,"Yes"
"1140",1031,"Mand","TRUE",13,7,6,0,1,81,48,69,77,0.293147208121827,88,0.3248730964467,104,15,13,7,51,2,2,3,0,0,"No"
"1141",272,"Kvinde","FALSE",2,2,0,0,0,41,213,223,293,0.207390146471372,233,0.210386151797603,498,26,35,43,76,44,7,14,8,0,"No"
"1142",92,"Mand","FALSE",0,0,0,0,0,67,0,0,8,0.25,2,0,6,0,0,0,2,0,0,0,0,0,"Yes"
"1143",1497,"Mand","FALSE",8,2,5,3,3,81,9,13,0,0.272727272727273,10,0.227272727272727,12,1,1,2,2,3,0,0,1,0,"Yes"
"1144",1095,"Mand","FALSE",10,10,0,0,0,57,86,38,109,0.710040983606557,180,0.442622950819672,79,14,35,38,35,20,7,12,4,0,"Yes"
"1145",390,"Mand","FALSE",2,2,2,0,2,65,16,15,48,0.578125,54,0.375,31,6,9,9,17,3,1,3,1,0,"No"
"1146",585,"Mand","FALSE",5,3,2,4,3,71,0,0,5,0.05,1,0,4,0,0,0,1,0,0,0,0,0,"No"
"1147",461,"Mand","FALSE",16,6,11,0,0,22,43,43,57,0.426573426573427,77,0.34965034965035,65,6,10,14,26,8,11,2,1,0,"Yes"
"1148",566,"Mand","FALSE",3,1,1,0,0,31,130,65,129,0.162037037037037,94,0.17283950617284,229,0,22,19,28,7,10,9,0,0,"Yes"
"1149",383,"Kvinde","TRUE",0,0,0,5,5,71,36,49,0,0.470430107526882,61,0.580645161290323,4,2,9,19,40,8,7,4,0,0,"Yes"
"1150",61,"Kvinde","FALSE",0,0,0,0,0,65,52,161,52,0.262411347517731,99,0.226950354609929,177,11,8,23,36,9,2,12,4,0,"No"
"1151",123,"Mand","FALSE",2,2,0,0,0,35,124,138,182,0.353040540540541,186,0.295045045045045,281,4,14,48,12,56,11,4,14,0,"No"
"1152",122,"Kvinde","FALSE",0,0,0,0,0,44,0,2,8,0.175,3,0.3,6,0,2,2,0,0,0,0,0,0,"Yes"
"1153",511,"Kvinde","FALSE",3,2,0,3,3,84,299,314,321,0.604037267080745,549,0.424430641821946,377,55,68,130,216,39,16,57,8,0,"No"
"1154",1444,"Mand","TRUE",9,5,2,0,0,68,24,15,48,0.549479166666667,59,0.291666666666667,47,3,5,10,22,3,3,3,0,0,"No"
"1155",251,"Mand","FALSE",2,2,0,0,0,72,14,20,52,0.489795918367347,55,0.489795918367347,44,5,4,14,20,1,2,5,3,0,"No"
"1156",1258,"Kvinde","TRUE",10,9,4,1,1,75,1,0,28,0.594827586206897,25,0.551724137931034,5,0,3,6,14,0,0,1,0,0,"Yes"
"1157",1807,"Mand","TRUE",13,4,8,0,0,78,237,176,321,0.244708994708995,230,0.19973544973545,524,12,23,47,109,16,2,21,2,0,"Yes"
"1158",536,"Kvinde","FALSE",7,2,4,3,3,67,179,45,72,0.483164983164983,149,0.343434343434343,184,2,29,34,29,7,6,4,2,0,"Yes"
"1159",328,"Mand","TRUE",1,1,1,0,0,70,10,22,49,0.333333333333333,37,0.298850574712644,38,4,8,7,10,7,6,2,5,0,"No"
"1160",514,"Mand","TRUE",11,6,7,0,0,76,59,26,39,0.158730158730159,39,0.166666666666667,30,2,11,12,2,3,0,1,65,0,"No"
